rank,file,prediction,confidence,scientific_score,period_days,duration_hours,depth_ppm,snr
32,4828341_K01496.01.npz,planet_transit,0.9022584557533264,0.8137357782417703,36.12895451,2.2348,3758.6,66.3
33,8226994_K00906.02.npz,planet_transit,0.9035177230834961,0.8135703193005009,17.64830851,2.0873,763.3,23.8
34,2854914_K01113.01.npz,planet_transit,0.9029825925827026,0.8132126246624282,25.93406406,4.6142,414.5,42.2
35,6948054_K00869.03.npz,planet_transit,0.9025155901908875,0.8126673379321672,17.46087931,2.2641,812.4,22.6
36,3245969_K01101.01.npz,planet_transit,0.901716947555542,0.8117090466962595,11.39102358,2.303,448.6,10.5
37,4725681_K00817.01.npz,planet_transit,0.901114284992218,0.8115624498014172,23.96793669,3.827,1182.3,27.5
38,9761882_K00948.01.npz,planet_transit,0.9001924395561218,0.8107550405903221,24.58716355,3.984,907.5,35.6
39,10028140_K01591.01.npz,planet_transit,0.9001690745353699,0.8105978551251496,19.65639342,3.226,843.2,25.5
40,9821454_K01529.01.npz,planet_transit,0.9003745913505554,0.8105892494098375,17.9776037,4.605,213.9,23.3
41,5219234_K01563.04.npz,planet_transit,0.8990756869316101,0.8095946219292186,16.73869035,2.398,996.8,20.4
42,9015738_K01616.01.npz,planet_transit,0.8992128372192383,0.8095877416519499,13.93291548,2.6239,131.6,28.9
43,10662202_K00750.01.npz,planet_transit,0.8983974456787109,0.8091108259169842,21.67699193,3.4555,857.2,34.3
44,5738346_K01006.01.npz,planet_transit,0.8964849710464478,0.8081238870678286,30.6113932,3.576,3472.0,37.5
45,1718189_K00993.02.npz,planet_transit,0.8970588445663452,0.8075651633875534,13.0607936,3.215,236.6,19.4
46,9710326_K00947.01.npz,planet_transit,0.8957886099815369,0.8071865903666813,28.59914031,3.6567,1585.1,53.8
47,10964440_K01310.01.npz,planet_transit,0.8959164023399353,0.8067390886980955,19.12947603,3.9622,451.2,31.7
48,6946199_K01359.01.npz,planet_transit,0.8950623869895935,0.8064888564375705,37.1011418,5.5556,1357.5,55.2
49,12404086_K00788.01.npz,planet_transit,0.8946451544761658,0.8060717182170982,26.39432897,3.573,1510.9,48.2
50,9729691_K01751.02.npz,planet_transit,0.8946900963783264,0.8059699273944952,20.99757968,2.454,1131.8,44.7
51,7549209_K01518.01.npz,planet_transit,0.8949340581893921,0.805877692551541,27.5071114,5.907,580.7,30.7
52,9391208_K01409.01.npz,planet_transit,0.8941358327865601,0.8051924625393238,16.56062577,2.611,700.8,30.8
53,8804283_K01276.02.npz,planet_transit,0.89412522315979,0.8048937812930955,13.26079792,3.912,199.4,17.6
54,5289854_K01593.02.npz,planet_transit,0.8940063118934631,0.804889721300177,15.3825394,3.815,550.5,18.4
55,9605514_K00945.01.npz,planet_transit,0.8933818340301514,0.8044290871001818,25.8474958,5.985,537.4,27.3
56,6962977_K01364.01.npz,planet_transit,0.892562747001648,0.8037497272344725,20.8341497,4.522,803.1,26.2
57,9334289_K00934.03.npz,planet_transit,0.8923661708831787,0.8035770228768568,18.74649011,3.895,796.8,26.7
58,9214942_K01403.01.npz,planet_transit,0.8920869827270508,0.8034552353784785,18.75470238,3.0331,995.3,33.2
59,12066335_K00784.01.npz,planet_transit,0.8905763030052185,0.8022013910479209,19.27153892,2.7594,1219.8,37.1
60,11014932_K01432.02.npz,planet_transit,0.8906895518302917,0.8018050768548252,15.0549356,4.801,256.4,16.6
61,9765975_K01520.01.npz,planet_transit,0.8902316093444824,0.8017606711498605,18.45848388,3.3703,535.3,41.5
62,7907423_K00899.03.npz,planet_transit,0.8899667859077454,0.8014562306300804,15.36845737,2.4714,756.1,30.9
63,11497958_K01422.02.npz,planet_transit,0.8893313407897949,0.8011523881752863,19.85029495,2.8407,1607.5,34.4
64,6606653_K01224.01.npz,false_positive,0.8796343803405762,0.8010080149952079,2.698021895,23.192,6721.2,647.1
65,9661877_K00946.01.npz,planet_transit,0.8882492184638977,0.8001164733530358,20.42720701,3.447,1273.0,36.7
66,4139816_K00812.02.npz,planet_transit,0.88721764087677,0.7992294365239055,20.06036336,3.3203,1494.7,35.2
67,9821454_K01529.02.npz,planet_transit,0.8878892660140991,0.7992118419279555,11.8693144,4.653,101.9,13.9
68,8415745_K01138.01.npz,planet_transit,0.8854886889457703,0.7989751198305584,31.82814583,2.917,4456.8,78.7
69,9480189_K00941.03.npz,planet_transit,0.8863443732261658,0.7989377213011175,24.66461416,2.8579,2398.8,56.7
70,7102227_K01360.02.npz,planet_transit,0.8871044516563416,0.7988813070544345,14.58932429,2.4184,831.3,29.3
71,8689031_K00920.01.npz,planet_transit,0.886322021484375,0.7985034313239708,21.80451611,3.4097,1144.9,49.9
72,11497958_K01422.03.npz,planet_transit,0.8864649534225464,0.798136442839669,10.8644095,1.853,748.7,16.8
73,11754553_K00775.01.npz,planet_transit,0.8855289816856384,0.7975374705464463,16.38489988,3.0249,1127.1,28.9
74,8609450_K01278.04.npz,planet_transit,0.8852714896202087,0.7968649692062894,13.6396648,5.425,162.7,13.3
75,7434875_K00884.02.npz,planet_transit,0.8838904500007629,0.7964112841780053,20.47748843,2.8364,1382.4,52.7
76,10122255_K01086.01.npz,planet_transit,0.8838557600975037,0.7959411594356272,27.6652847,6.633,469.2,36.1
77,7690844_K01508.01.npz,planet_transit,0.8836807608604431,0.7957976397634571,22.0459163,5.22,804.8,29.7
78,7812167_K01482.01.npz,planet_transit,0.8835862278938293,0.7957088635420903,17.7940049,4.091,879.4,27.7
79,3218908_K01108.01.npz,planet_transit,0.8830656409263611,0.795333538712602,18.92537246,3.9835,640.9,41.0
80,5021899_K00821.01.npz,planet_transit,0.8825454115867615,0.7949700101510259,21.81295996,4.3791,1175.4,37.8
81,8197343_K01746.01.npz,planet_transit,0.8829576373100281,0.7949370291403891,11.79161234,3.036,415.4,20.7
82,10586208_K01308.01.npz,planet_transit,0.8825286626815796,0.7948150747422311,23.58444746,5.5545,429.2,42.8
83,4455231_K01332.01.npz,planet_transit,0.8824713230133057,0.7947614318412133,19.30581662,4.2902,709.1,36.3
84,10118816_K01085.01.npz,planet_transit,0.8823674917221069,0.7942815095654047,7.71790675,1.84,306.8,12.6
85,7831264_K00171.02.npz,planet_transit,0.8815516829490662,0.7937610705462766,13.07141889,3.0946,251.1,32.0
86,9406990_K00937.01.npz,planet_transit,0.8810780048370361,0.7936855575457172,20.83426731,4.0454,988.4,45.1
87,11389771_K01436.02.npz,planet_transit,0.8805447220802307,0.7927935445733075,13.75129636,3.853,348.5,24.6
88,4067336_K01761.01.npz,planet_transit,0.880287230014801,0.7926575413142205,10.12742274,1.2762,933.5,19.5
89,3962243_K01203.02.npz,planet_transit,0.8802387118339539,0.792573924123442,14.12847677,3.685,628.7,23.0
90,9150827_K01408.01.npz,planet_transit,0.879581093788147,0.7920625629496072,14.53410833,3.3094,510.6,32.5
91,4476123_K00814.01.npz,planet_transit,0.8794333934783936,0.7920517772750999,22.36646466,5.228,986.8,32.1
92,6849310_K00864.03.npz,planet_transit,0.8793445825576782,0.7917309391476987,9.76734503,1.6585,569.1,21.1
93,8804283_K01276.01.npz,planet_transit,0.8789716362953186,0.7917217662858913,22.79020351,5.0394,617.9,47.7
94,8125580_K01014.01.npz,planet_transit,0.8783006072044373,0.7912065748255003,17.31711739,3.1518,1473.0,35.9
95,3732821_K01207.01.npz,planet_transit,0.8784886598587036,0.7911245116194582,13.73474071,2.769,746.4,31.0
96,6849310_K00864.02.npz,planet_transit,0.8779990077018738,0.7907891366359435,20.0504494,4.556,840.9,37.8
97,10223616_K01076.01.npz,planet_transit,0.8754552602767944,0.7903079630440518,29.12436474,3.4209,6496.0,63.4
98,10987985_K00758.01.npz,planet_transit,0.8774386048316956,0.7903054212169498,16.01308419,3.2554,1121.9,33.2
99,7870390_K00898.03.npz,planet_transit,0.8768413662910461,0.7898941472475642,20.09017037,4.154,1432.1,36.9
100,7522911_K01705.01.npz,planet_transit,0.8770648837089539,0.789644232170534,20.4998763,6.501,437.8,21.1
101,5553652_K01575.01.npz,planet_transit,0.8767091035842896,0.7895683863989579,24.3282251,6.158,1120.6,26.4
102,2716853_K01022.01.npz,planet_transit,0.8758361339569092,0.7887887710581348,18.82744023,4.664,1006.2,29.5
103,8874090_K01404.01.npz,planet_transit,0.8754113912582397,0.78830416412375,13.32389352,3.2208,781.3,25.9
104,2584163_K01031.01.npz,planet_transit,0.8754384517669678,0.7880764126893672,14.5598556,5.624,290.6,15.6
105,8609450_K01278.01.npz,planet_transit,0.8749856948852539,0.7880383358604134,24.8056775,6.148,624.4,39.4
106,4860932_K01600.01.npz,planet_transit,0.8750864267349243,0.7878704951938854,12.36564669,3.644,388.4,22.8
107,7512982_K01480.01.npz,planet_transit,0.8743694424629211,0.7878300420118184,20.38174802,3.7922,1597.1,46.8
108,5956342_K01052.01.npz,planet_transit,0.8748106956481934,0.7877529163542998,17.02902786,4.645,568.9,29.8
109,7134976_K00874.02.npz,planet_transit,0.8746818900108337,0.7874865350857644,11.18719905,3.252,353.6,21.9
110,9895006_K01717.01.npz,planet_transit,0.8739771842956543,0.7868192539494676,10.56137217,3.2645,238.4,21.7
111,6692833_K01244.01.npz,planet_transit,0.8733745813369751,0.7863585506587455,10.80487163,2.7215,292.7,27.4
112,6428700_K00853.02.npz,planet_transit,0.8730637431144714,0.7861532798051687,14.49645186,4.016,647.5,25.7
113,3967760_K01760.02.npz,planet_transit,0.8730729222297668,0.7859295900478134,8.77514782,3.176,351.9,12.7
114,5438099_K01567.03.npz,planet_transit,0.8724427819252014,0.7857422830467233,17.32670445,4.269,800.0,34.8
115,2574338_K01030.01.npz,planet_transit,0.8725570440292358,0.7855804290165063,9.22961384,2.235,492.1,19.3
116,8183911_K01018.01.npz,planet_transit,0.8726190328598022,0.7855250106564561,8.30697421,2.76,158.7,17.4
117,7366258_K00880.01.npz,planet_transit,0.87119060754776,0.7855202692062492,26.44439337,3.9783,1843.5,88.0
118,8150320_K00904.05.npz,planet_transit,0.8721486330032349,0.7852754358694491,10.19849255,2.4283,634.1,21.4
119,8564587_K01270.02.npz,planet_transit,0.8717273473739624,0.7850073727603255,11.60908533,2.2603,489.3,34.1
120,3749134_K01212.01.npz,planet_transit,0.8717530965805054,0.7847901728879741,11.30123036,4.022,277.1,18.5
121,10019763_K01558.01.npz,planet_transit,0.8676580190658569,0.7845799601967663,32.50456309,2.4657,7589.6,148.1
122,5289854_K01593.01.npz,planet_transit,0.8713387250900269,0.784478310848679,9.69501146,2.75,515.2,18.3
123,4725681_K00817.02.npz,planet_transit,0.8706565499305725,0.783941982759749,8.29561738,1.3421,824.3,17.9
124,9823487_K01489.01.npz,planet_transit,0.8701792359352112,0.7837076972869295,16.00460392,3.9475,831.9,34.3
125,6383821_K01238.01.npz,planet_transit,0.8690332174301147,0.7827059597076713,27.07237655,6.9592,514.2,44.0
126,5470739_K01585.01.npz,planet_transit,0.8688068985939026,0.7824515216245116,19.17893976,5.144,752.8,34.3
127,7815744_K01710.01.npz,planet_transit,0.8686968088150024,0.7822756093266222,14.20442616,3.898,800.6,26.7
128,10538176_K01301.01.npz,planet_transit,0.8686457872390747,0.7822724415975181,12.69905011,2.9899,797.4,30.4
129,12418724_K01516.01.npz,planet_transit,0.8685113191604614,0.7822398984325012,20.55331441,5.3136,678.3,40.6
130,10426656_K01161.02.npz,planet_transit,0.8684642910957336,0.7819406303565152,10.93725572,3.0822,421.6,24.6
131,7303253_K00878.01.npz,planet_transit,0.8675588369369507,0.7816714989101342,23.58917143,5.073,1200.7,53.3
132,6359320_K01127.02.npz,planet_transit,0.8679962158203125,0.7813029388406508,8.1280933,3.727,224.1,10.7
133,5358241_K00829.01.npz,planet_transit,0.8658307194709778,0.7799495311262788,18.64932728,4.4056,893.6,46.1
134,12066335_K00784.02.npz,planet_transit,0.8657130599021912,0.7796999796657398,10.06524317,1.369,1053.3,30.3
135,9466668_K00939.04.npz,planet_transit,0.8653160333633423,0.7790450630900004,10.6816951,3.605,307.8,21.9
136,8009350_K01569.01.npz,planet_transit,0.8646431565284729,0.7788569048760852,13.75207851,2.8831,1215.6,36.8
137,4139816_K00812.04.npz,planet_transit,0.865114688873291,0.7788498862999377,7.82502168,2.186,520.8,15.9
138,10214162_K01724.01.npz,planet_transit,0.8637437224388123,0.7778865214832117,17.42393582,4.929,770.9,33.2
139,5031857_K01573.01.npz,planet_transit,0.861994743347168,0.777732949786201,24.81097206,3.2245,2090.8,123.9
140,4077526_K01336.02.npz,planet_transit,0.8635475635528564,0.7775291415501704,15.573637,5.326,468.1,24.7
141,9334289_K00934.02.npz,planet_transit,0.8632054328918457,0.7772699785185022,12.41216347,3.739,611.3,25.6
142,8505670_K00912.02.npz,planet_transit,0.8631182312965393,0.7769908161064907,6.66833241,1.915,362.3,14.2
143,7841925_K01499.03.npz,planet_transit,0.8623599410057068,0.7762142365849534,6.20920207,2.637,101.9,12.1
144,7373451_K00881.01.npz,planet_transit,0.8611970543861389,0.7762054634669109,21.02250608,4.1072,1772.5,62.4
145,11656246_K01532.01.npz,planet_transit,0.8597694635391235,0.7743819643953993,18.11473813,5.2706,241.5,51.3
146,6932987_K01366.01.npz,planet_transit,0.8594089150428772,0.7742491857406728,19.25404023,4.6509,987.7,50.7
147,7211469_K01377.01.npz,planet_transit,0.859599232673645,0.7738590402959904,11.29689442,4.623,198.5,20.9
148,8174625_K01017.01.npz,planet_transit,0.85880446434021,0.7736069542935259,17.44486016,4.445,826.9,46.0
149,10601284_K00749.03.npz,planet_transit,0.8590469360351562,0.7732868708588415,8.10904807,3.596,217.4,14.1
150,3120276_K01111.01.npz,planet_transit,0.8587300777435303,0.7731209455022966,10.26547688,3.733,399.6,20.1
151,11037335_K01435.02.npz,planet_transit,0.8583186268806458,0.7729070694644785,10.44635944,2.749,354.2,34.4
152,8628758_K01279.02.npz,planet_transit,0.8582655787467957,0.7726204006649843,9.65188331,4.296,103.2,19.8
153,3003992_K01119.01.npz,planet_transit,0.8581392168998718,0.7725818421518424,7.24476126,2.3145,58.0,27.2
154,11356260_K01441.01.npz,planet_transit,0.85636305809021,0.7709699667626122,8.50698069,2.938,295.5,20.7
155,10351231_K01166.01.npz,planet_transit,0.856178879737854,0.7708606622516768,7.6746614,1.9374,503.0,20.8
156,6185711_K00169.01.npz,planet_transit,0.8557139039039612,0.7707201911878199,11.70219638,2.6658,639.7,41.3
157,8351704_K01146.01.npz,planet_transit,0.8551630973815918,0.7698814317714098,7.09712124,2.1059,369.5,18.3
158,8609450_K01278.03.npz,planet_transit,0.8547632694244385,0.7694003453122599,9.2207691,4.907,140.0,13.2
159,10875245_K00117.04.npz,planet_transit,0.854679524898529,0.7693186768120355,7.95825328,4.377,50.0,14.7
160,2165002_K00999.01.npz,planet_transit,0.8531553149223328,0.7686087993138486,16.56806842,4.2647,1331.4,41.9
161,6962977_K01364.03.npz,planet_transit,0.8534331917762756,0.7685266223277355,11.97884409,3.751,707.9,27.8
162,7938496_K00900.01.npz,planet_transit,0.8523683547973633,0.7679454294789684,13.81020318,3.048,1309.7,46.2
163,5299459_K01576.02.npz,planet_transit,0.8516759872436523,0.7672086774564237,13.08424286,3.0401,662.0,51.2
164,12366084_K00787.02.npz,planet_transit,0.8507072329521179,0.7662763620655092,11.37936986,2.6255,1023.5,37.9
165,7871954_K01515.02.npz,planet_transit,0.8506707549095154,0.7659730990508539,7.06117322,1.0406,481.7,27.2
166,3447722_K01198.02.npz,planet_transit,0.8504993915557861,0.7656356781500826,10.30067919,4.885,271.8,16.4
167,10666592_K00002.01.npz,false_positive,0.7707231640815735,0.7654214064691566,2.204735417,3.88864,6674.7,5945.9
168,9391506_K01410.01.npz,planet_transit,0.8491538763046265,0.7648367614033279,15.74958583,4.6672,659.5,42.6
169,4741126_K01534.02.npz,planet_transit,0.8496360778808594,0.7648077466517537,7.63846084,3.957,71.7,16.6
170,4049131_K00811.01.npz,planet_transit,0.8481579422950745,0.7647487100353226,20.50588921,4.0595,2105.5,78.5
171,4275721_K01342.02.npz,planet_transit,0.8491567969322205,0.7645643828383495,8.18182189,2.4566,299.6,27.4
172,4372768_K01327.01.npz,planet_transit,0.8485983610153198,0.7640997180640962,15.6402515,6.222,800.3,19.3
173,6936909_K01363.02.npz,planet_transit,0.8486618399620056,0.7639965107731173,5.70070626,1.6408,379.8,15.2
174,10330115_K01160.01.npz,planet_transit,0.847536027431488,0.7634584336011133,13.21409607,3.5641,1154.8,38.0
175,10604335_K01298.01.npz,planet_transit,0.8471171259880066,0.7632117109884515,11.00817635,2.013,1462.5,42.1
176,8247638_K00907.01.npz,planet_transit,0.8469851016998291,0.7631252524097281,16.51410989,4.1575,973.5,55.9
177,11153121_K01647.01.npz,planet_transit,0.8474644422531128,0.7630565167712823,14.97031664,5.884,290.5,28.9
178,8395660_K00116.03.npz,planet_transit,0.8474077582359314,0.7627720964495751,6.164876,3.262,55.8,14.4
179,8689373_K00921.02.npz,planet_transit,0.846351683139801,0.7627538397809979,18.11993039,4.2309,1506.9,60.7
180,6543893_K01627.01.npz,planet_transit,0.8458480834960938,0.7618222303057696,10.29674097,2.7292,1011.8,31.3
181,8612847_K01264.01.npz,planet_transit,0.8454688787460327,0.7615903008567246,14.13175309,4.0136,1033.0,40.1
182,3447722_K01198.01.npz,planet_transit,0.8454714417457581,0.7613729640974782,16.08832318,5.731,597.8,31.3
183,11176127_K01430.01.npz,planet_transit,0.8435817360877991,0.7599042726379723,10.47548084,2.3024,1070.7,40.3
184,9512687_K00942.01.npz,planet_transit,0.8426796793937683,0.7593208231443959,11.51517167,2.006,1357.4,53.2
185,10482160_K01170.01.npz,planet_transit,0.842667818069458,0.7588540755011898,7.34373964,1.1784,574.4,32.2
186,4077526_K01336.01.npz,planet_transit,0.8426679968833923,0.7587538490072157,10.21864532,3.802,445.3,26.6
187,8394721_K00152.02.npz,planet_transit,0.8417525291442871,0.7586314980984623,27.40229859,6.8491,747.5,79.3
188,10730034_K01305.02.npz,planet_transit,0.8419469594955444,0.7578953062694769,6.18670882,2.909,202.6,14.3
189,11821363_K01494.01.npz,planet_transit,0.8414546847343445,0.7576790178464612,8.19596647,2.824,792.8,20.2
190,10990917_K01643.01.npz,planet_transit,0.8402472138404846,0.7565115424988594,11.04605365,4.799,308.3,24.3
191,8410727_K01148.01.npz,planet_transit,0.8400953412055969,0.7563813597109497,11.47609015,5.046,182.3,27.7
192,12070811_K00785.01.npz,planet_transit,0.8391515612602234,0.7558230313244746,12.3935651,3.8896,916.6,35.8
193,6631721_K00160.01.npz,planet_transit,0.8375648260116577,0.7547109864582888,13.73808249,3.354,660.7,68.4
194,5794379_K00842.01.npz,planet_transit,0.8372951149940491,0.7544134120161983,12.71809866,3.0957,1149.4,52.7
195,2302548_K00988.01.npz,planet_transit,0.8370515704154968,0.7539742651354233,10.38122447,2.715,801.5,41.9
196,5456651_K00835.01.npz,planet_transit,0.8368189334869385,0.7539102028290245,11.76307164,2.9076,1037.3,48.9
197,8630788_K01258.02.npz,planet_transit,0.836749792098999,0.7535070135242813,14.64613058,5.688,593.5,30.0
198,6863998_K00867.01.npz,planet_transit,0.8359009027481079,0.7533533461054388,16.08518937,3.984,1442.4,62.6
199,7455287_K00886.02.npz,planet_transit,0.8364637494087219,0.7533055021045769,12.07134205,4.3224,759.2,31.0
200,6543893_K01627.02.npz,planet_transit,0.8361644744873047,0.7527690392574851,5.93919041,2.285,424.5,15.9
201,11599038_K01437.01.npz,planet_transit,0.8357338905334473,0.7523317785303263,7.01733571,3.567,255.5,15.5
202,8280511_K01151.02.npz,planet_transit,0.8343701362609863,0.7511884226087183,7.41084314,3.245,124.1,25.6
203,7386827_K01704.01.npz,planet_transit,0.8338438272476196,0.7510546219732047,10.4188915,3.0069,670.0,42.1
204,5217586_K01592.01.npz,planet_transit,0.8332707285881042,0.7507892707934702,26.0692512,7.487,831.5,59.7
205,7376983_K01358.02.npz,planet_transit,0.8332245945930481,0.7503921351704793,8.74292005,2.6277,779.5,30.7
206,4043190_K01220.01.npz,planet_transit,0.8333631753921509,0.7502705467142771,6.40087137,2.5561,133.6,24.4
207,7287995_K00877.02.npz,planet_transit,0.8324306607246399,0.7501201086694053,12.03987488,2.7363,1250.6,57.6
208,8628758_K01279.01.npz,planet_transit,0.8325649499893188,0.7499689846437844,14.37457572,4.7892,335.8,55.2
209,9415172_K00938.03.npz,planet_transit,0.8328534364700317,0.7497647803847485,5.71462396,2.336,297.8,16.7
210,10797460_K00752.01.npz,planet_transit,0.832472562789917,0.7497318002837998,9.48803557,2.9575,615.8,35.8
211,4649305_K00143.01.npz,planet_transit,0.8302001357078552,0.7497046761954886,22.65117451,3.6895,2250.0,170.1
212,2157247_K00997.01.npz,false_positive,0.8259189128875732,0.7496123251732945,5.68628739,17.573,5559.7,414.4
213,11032227_K01440.01.npz,planet_transit,0.8320121169090271,0.7490233761688551,7.19304935,3.407,255.3,19.0
214,10141900_K01082.01.npz,planet_transit,0.8316615223884583,0.7487512639196118,6.50327035,2.591,418.3,19.0
215,7220429_K01700.01.npz,planet_transit,0.831173837184906,0.7484198334181215,8.03753796,2.9118,286.5,31.1
216,9264949_K01405.01.npz,planet_transit,0.8311092853546143,0.7483338552071693,11.41911886,5.135,509.2,23.7
217,3554031_K01194.01.npz,planet_transit,0.830777645111084,0.748329761019267,8.70798309,2.4904,1419.6,28.1
218,8256049_K00909.01.npz,planet_transit,0.8284823894500732,0.7473018853389494,16.37198661,3.8449,4147.6,54.5
219,8229696_K01072.01.npz,planet_transit,0.8294453620910645,0.7469963770169858,10.12805158,3.517,477.4,38.0
220,10468940_K01163.02.npz,planet_transit,0.8293836116790771,0.7467995476127318,8.01500821,3.0137,363.0,28.6
221,10858691_K01306.03.npz,planet_transit,0.8292834758758545,0.7465481839501723,5.9142668,2.661,253.2,17.4
222,7629518_K01495.01.npz,planet_transit,0.8282413482666016,0.7461487305594435,15.59466045,5.0478,867.7,49.2
223,4770365_K01475.02.npz,planet_transit,0.828095555305481,0.7458940101512498,9.51220046,2.9497,1169.4,31.9
224,11955499_K01512.01.npz,planet_transit,0.8278473019599915,0.7455983934042334,9.04189129,2.789,783.4,34.5
225,6034945_K01683.01.npz,planet_transit,0.8275939226150513,0.7450822837270853,9.11500269,4.558,268.3,21.7
226,8607720_K00981.01.npz,planet_transit,0.8269768357276917,0.7442803243046451,3.99751422,3.686,32.8,6.1
227,5956342_K01052.02.npz,planet_transit,0.8264268636703491,0.7439790634927413,6.84619236,3.529,246.8,17.7
228,9527915_K00165.01.npz,planet_transit,0.8247866630554199,0.7435651081099006,13.22175358,2.7884,876.5,93.6
229,6209677_K01750.01.npz,planet_transit,0.8258390426635742,0.7435118300150197,7.76845639,3.689,217.8,23.6
230,6272413_K01129.01.npz,planet_transit,0.8258984684944153,0.7435014324830672,4.89721006,1.812,274.4,16.9
231,5474613_K01599.01.npz,planet_transit,0.8252835869789124,0.7430613138164598,20.4074846,8.839,363.4,24.5
232,6462874_K01231.01.npz,planet_transit,0.8243754506111145,0.7429913619411529,22.34293693,7.0813,2691.1,35.3
233,5880320_K01060.04.npz,planet_transit,0.8253098130226135,0.7429151434395346,8.19345065,5.234,115.4,15.7
234,6924203_K01370.01.npz,planet_transit,0.8242720365524292,0.7422186518816243,6.8833761,2.2702,458.4,28.1
235,9480310_K01470.01.npz,planet_transit,0.8226110339164734,0.7414497955197391,15.43400996,4.2572,1785.9,59.7
236,10337517_K01165.02.npz,planet_transit,0.8232133388519287,0.740963256105144,4.29263699,2.7,61.4,11.4
237,6541920_K00157.02.npz,planet_transit,0.8200753331184387,0.7396912747021976,22.687155,5.4921,960.0,122.8
238,3337425_K01114.01.npz,planet_transit,0.8214256167411804,0.739593238060618,7.04710032,2.926,400.9,24.0
239,6675056_K00859.01.npz,planet_transit,0.8200321197509766,0.7388677019245582,10.44331991,2.743,1159.8,51.7
240,10157458_K01083.01.npz,planet_transit,0.8199576735496521,0.7382237989430606,7.33685101,3.548,325.8,21.6
241,5728283_K01011.01.npz,false_positive,0.7723435163497925,0.7378133426019363,6.198273591,7.53837,47302.6,2561.1
242,6276477_K00849.01.npz,planet_transit,0.8187543749809265,0.7375792594358552,10.35533116,3.1775,750.6,49.2
